id,node_id,position
27949733,306956078,8
27949733,306956079,9
27949733,306956081,10
27949733,1615028093,11
27949733,306956082,12
27949788,1643700736,0
27949788,1643700731,1
27949788,315294365,2
28051010,1781550399,0
28051010,308021098,1
28051010,1781216889,2
28051010,315298099,3
28051010,315289528,4
28051010,1643645521,5
28051010,1643645481,6
28051010,1805192806,7
28051010,1811751867,8
28051010,1805192809,9
28051010,1805192810,10
28051011,1781550462,0
28051011,308021153,1
28051011,5191040073,2
28051011,1868761818,3
28051011,1812943190,4
28051011,1812943192,5
28051011,1824826397,6
28051011,1812943194,7
28051011,5191040072,8
28051011,4903963910,9
28051012,308024997,0
28051012,1807539086,1
28051012,1807539085,2
28051012,1807539084,3
28051012,308021199,4
28051012,1807539081,5
28051012,1807539080,6
28051012,308021175,7
28051012,1807539077,8
28051012,306575557,9
28051013,308021226,0
28051013,1799288897,1
28051013,1805454634,2
28051013,1796249763,3
28051013,1806317760,4
28051013,4938282886,5
28051013,1805192774,6
28051013,308021228,7
28051021,412276856,0
28051021,1826199469,1
28051021,1826199457,2
28051021,1826199419,3
28051021,308021299,4
28051023,308021426,0
28051023,4938858033,1
28051023,308021469,2
28051023,308021470,3
28051023,308021471,4
28051023,1841333180,5
28051023,308021511,6
28051023,1407674605,7
28051023,308021472,8
28051024,308021472,0
28051024,1841333222,1
28051024,308021505,2
28051029,1819083405,0
28051029,2866629965,1
28051029,1819083404,2
28051029,308021577,3
28051029,1819083399,4
28051029,308021576,5
28051029,308021575,6
28051029,308021574,7
28051029,412276784,8
28051029,308021573,9
28051029,308021572,10
28051029,308021511,11
28051030,308021615,0
28051030,1819083405,1
28051030,308021579,2
28051030,308021613,3
28051030,308021581,4
28051037,308021572,0
28051037,2957513152,1
28051037,1407645109,2
28051037,1407645112,3
28051037,308021793,4
28051037,308021795,5
28051037,308021797,6
28051037,308021800,7
28051037,412277073,8
28051037,308021802,9
28051040,306575928,0
28051040,4938849917,1
28051040,412274061,2
28051040,3846547303,3
28051040,308021615,4
28051045,308021926,0
28051045,412276319,1
28051045,308021976,2
28051049,1407674632,0
28051049,1841333217,1
28051049,308022022,2
28051052,308022065,0
28051052,1407674619,1
28051052,1805192783,2
28051052,1407674640,3
28051052,308022092,4
28051052,1782877271,5
28051052,308022093,6
28051053,308022100,0
28051053,308022109,1
28051053,1827672635,2
28051053,831782460,3
28051057,315294344,0
28051057,2704146999,1
28051057,315294373,2
28051057,1782527409,3
28051057,2704146996,4
28051057,308022162,5
28051057,2704146998,6
28051057,1782527401,7
28051057,1804217929,8
28051057,308022190,9
28051057,1782527392,10
28051057,2071357129,11
28051057,3493854452,12
28051122,359058661,0
28051122,1803271875,1
28051122,350052360,2
28051122,359058738,3
28051122,2687080389,4
28051122,308022236,5
28051128,308022242,0
28051128,359059086,1
28051128,308022245,2
28051128,1835480868,3
28051128,308022239,4
28051129,308022245,0
28051129,1835480829,1
28051129,308022248,2
28051129,308022244,3
28051129,1835480372,4
28051129,308022243,5
28051130,308022246,0
28051130,1835480866,1
28051130,359059177,2
28051130,359059107,3
28051130,359059150,4
28051130,308022248,5
28051140,308022392,0
28051140,1803204795,1
28051140,308022349,2
28051140,2687080503,3
28051140,1781550476,4
28051140,2887960243,5
28051140,1781550477,6
28051147,308022356,0
28051147,1835480984,1
28051147,308022392,2
28051147,308022393,3
28051147,2687080505,4
28051147,308022394,5
28051147,1803204801,6
28051147,1803204813,7
28051147,323306764,8
28051147,1835481114,9
28051147,315292235,10
28051147,3493882958,11
28051147,308022396,12
28051148,1781550427,0
28051148,308022401,1
28051148,1826200143,2
28051148,1826200146,3
28051148,356305514,4
28051151,412273956,0
28051151,2687080433,1
28051151,2687080422,2
28051151,1781550405,3
28051151,1826200106,4
28051151,4085090504,5
28051155,412273751,0
28051155,308022427,1
28051157,308022477,0
28051157,831995188,1
28051157,831995190,2
28051157,412275794,3
28051157,1805192901,4
28051161,315364831,0
28051161,3255438458,1
28051161,3151396452,2
28051161,831647148,3
28051161,308022730,4
28051161,308022716,5
28051161,359061456,6
28051161,3479046916,7
28051161,1826062302,8
28051161,832588929,9
28051161,2770360535,10
28051161,1826062319,11
28051161,2770360541,12
28051161,1156737404,13
28051161,2770360547,14
28051161,359061479,15
28051183,308022671,0
28051183,3095939035,1
28051183,4215363093,2
28051183,359061691,3
28051183,308022669,4
28051190,359061752,0
28051190,359061762,1
28051200,308022730,0
28051200,2860188217,1
28051200,359062047,2
28051200,3151397487,3
28051200,2860188209,4
28051200,2860188208,5
28051200,308022717,6
28051213,308022815,0
28051213,3095908829,1
28051213,3095908853,2
28051213,3095908728,3
28051213,308022820,4
28051213,3095908852,5
28051213,2717965902,6
28051213,3095908849,7
28051213,3095908674,8
28051213,2098810847,9
28051213,3095908660,10
28051213,3095908855,11
28051213,3046050168,12
28051213,3095908708,13
28051213,3095908661,14
28051213,308022833,15
28051213,308022834,16
28051213,3095908714,17
28051213,3095908847,18
28051213,308022815,19
28051219,2717965902,0
28051219,3095908723,1
28051219,4658781641,2
28051219,308022849,3
28051219,306575269,4
28051225,2891461706,0
28051225,1120655641,1
28051225,1120655465,2
28051225,306575270,3
28051225,306575117,4
28051225,1783003692,5
28051225,1783003691,6
28051225,435134052,7
28051225,1783003690,8
28051225,308022870,9
28051225,308022871,10
28051225,308022872,11
28051225,308022873,12
28051225,308022876,13
28051225,308022874,14
28051225,3046050163,15
28051225,3046050165,16
28051225,1120655228,17
28051225,308022902,18
28051225,308022903,19
28051225,308022904,20
28051225,308022906,21
28051225,308022907,22
28051225,308022909,23
28051225,1091769769,24
28051225,308022910,25
28051225,308022912,26
28051225,308022914,27
28051225,308022915,28
28051225,308022916,29
28051225,1091770118,30
28051225,308022917,31
28051228,308022875,0
28051228,435134237,1
28051228,1783003737,2
28051228,308022876,3
28051228,3046050152,4
28051228,1120654609,5
28051228,308022877,6
28051228,308023949,7
28051229,2770360554,0
28051229,359061327,1
28051229,1804218305,2
28051229,308023973,3
28051229,3046050142,4
28051229,308022882,5
28051231,435134024,0
28051231,2770396548,1
28051231,308022947,2
28051231,1783003876,3
28051231,2308906670,4
28051231,308022948,5
28051231,1783003874,6
28051231,2308906665,7
28051231,2308906661,8
28051231,308022949,9
28051231,308022950,10
28051231,308022951,11
28051233,308023002,0
28051233,2776927756,1
28051233,2776927764,2
28051233,1120655543,3
28051233,2293119377,4
28051233,2293119387,5
28051233,315290569,6
28051233,4936779096,7
28051233,2293119389,8
28051233,4936779101,9
28051233,308022999,10
28051236,551335254,0
28051236,3095908706,1
28051236,1091769183,2
28051236,4936822001,3
28051236,2887771912,4
28051236,4936822004,5
28051236,308023128,6
28051252,308023134,0
28051252,1782877359,1
28051252,1782877358,2
28051252,308023168,3
28051252,2770396540,4
28051252,2322136389,5
28051252,2692528945,6
28051252,2394045608,7
28051252,2394047539,8
28051252,2393971793,9
28051252,831664652,10
28051277,308023189,0
28051277,2393981379,1
28051277,308023188,2
28051277,831647227,3
28051277,831664652,4
28051277,831664651,5
28051277,2879967546,6
28051277,308023187,7
28051277,2770360514,8
28051290,308023250,0
28051290,1804218373,1
28051290,1804218376,2
28051290,1804218471,3
28051290,1804218487,4
28051290,1804218500,5
28051290,1804218529,6
28051290,1804218483,7
28051290,308023251,8
28051290,2316596974,9
28051290,2316596979,10
28051290,308023252,11
28051290,1804218356,12
28051290,308023253,13
28051290,1804218350,14
28051290,2393923632,15
28051290,2770360527,16
28051290,2393923638,17
28051290,308023255,18
28051290,2770360532,19
28051290,317777521,20
28051290,2894142492,21
28051290,1804218337,22
28051290,308023250,23
28051295,308023284,0
28051295,308023285,1
28051295,552405140,2
28051295,308023286,3
28051295,4856206528,4
28051295,4856206527,5
28051295,4856206526,6
28051295,4856206525,7
28051295,2166583543,8
28051295,2166583560,9
28051295,2166583548,10
28051295,2166583546,11
28051295,2166583545,12
28051295,2166583536,13
28051295,308023287,14
28051295,308023284,15
28051297,308023288,0
28051297,1783003870,1
28051297,1804218804,2
28051297,308023290,3
28051297,1804218835,4
28051297,308023291,5
28051298,306397048,0
28051298,306397049,1
28051298,3007308150,2
28051302,308023588,0
28051302,308023589,1
28051302,2887186499,2
28051302,308023391,3
28051302,3146092245,4
28051302,308023622,5
28051302,308023393,6
28051302,1783003861,7
28051302,828929611,8
28051302,3146116768,9
28051302,2576173420,10
28051302,308023395,11
28051311,308023395,0
28051311,308023536,1
28051311,3514852303,2
28051311,308023535,3
28051311,3514852302,4
28051311,308023533,5
28051311,1804218863,6
28051311,308023532,7
28051311,3514852304,8
28051311,1804218860,9
28051312,2327447430,0
28051312,308023566,1
28051312,1804218807,2
28051312,308023565,3
28051312,1804218841,4
28051312,831513468,5
28051312,308023562,6
28051312,1804218771,7
28051312,831513471,8
28051312,1804218675,9
28051312,1804218597,10
28051312,308023561,11
28051312,308023572,12
28051312,2327447423,13
28051339,1783003868,0
28051339,828929573,1
28051339,308023636,2
28051339,308023637,3
28051339,308023638,4
28051339,308023639,5
28051343,308023654,0
28051343,308023649,1
28051343,308023630,2
28051343,1783003841,3
28051343,308023652,4
28051343,1783003858,5
28051343,308023653,6
28051343,308023654,7
28051343,308023655,8
28051343,308023639,9
28051351,308023655,0
28051351,552421335,1
28051351,308023664,2
28051351,324195164,3
28051354,308023699,0
28051354,308023700,1
28051354,2308944950,2
28051354,2308944948,3
28051354,2308944946,4
28051354,2308944943,5
28051354,2308944947,6
28051354,2308944944,7
28051354,308023701,8
28051354,308023702,9
28051354,308023703,10
28051354,308023699,11
28051361,308023744,0
28051361,308023742,1
28051361,3504808150,2
28051361,308023752,3
28051361,3504808151,4
28051361,308023751,5
28051361,308023750,6
28051361,3504808152,7
28051361,308023749,8
28051361,3504808153,9
28051361,1358046698,10
28051361,3504808154,11
28051361,308023748,12
28051361,3504808155,13
28051361,308023747,14
28051361,359013341,15
28051363,359012930,0
28051363,359012864,1
28051363,308023763,2
28051363,308023764,3
28051363,308023765,4
28051367,308023787,0
28051367,2798737974,1
28051367,761565984,2
28051367,2798737966,3
28051367,308023744,4
28051367,308023788,5
28051367,2798737967,6
28051367,308023767,7
28051367,2798737968,8
28051367,308023789,9
28051367,2798737969,10
28051367,308023790,11
28051367,308023791,12
28051367,2798737970,13
28051367,308023792,14
28051367,308023793,15
28051367,2798737971,16
28051367,761565979,17
28051367,2798737972,18
28051367,308023795,19
28051367,308023796,20
28051367,2798737973,21
28051367,308023797,22
28051367,308023798,23
28051367,308023801,24
28051367,308023787,25
28051369,308023801,0
28051369,308023800,1
28051369,1783003880,2
28051372,308023998,0
28051372,308023815,1
28051372,1804218671,2
28051372,1804218677,3
28051372,308023816,4
28051379,552421380,0
28051379,4856208887,1
28051379,4856208888,2
28051379,324195634,3
28051383,308023878,0
28051383,306396966,1
28051386,308023922,0
28051386,3095908850,1
28051386,1783003671,2
28051386,1783003669,3
28051386,308023962,4
28051394,308023961,0
28051394,359061392,1
28051394,308023972,2
28051394,3095908696,3
28051394,308023962,4
28051396,308023973,0
28051396,308023972,1
28051396,3095908857,2
28051396,308023963,3
28051399,308023978,0
28051399,1804218548,1
28051399,1804218566,2
28051399,1804218572,3
28051399,308023977,4
28051408,4215363093,0
28051408,4215363092,1
28051408,4215363091,2
28051408,308024013,3
28051408,308024014,4
28051411,308024026,0
28051411,828929575,1
28051411,308024015,2
28051422,4960748708,0
28051422,359572113,1
28051422,1075998373,2
28051422,1909885032,3
28051422,306397137,4
28051422,308024014,5
28051440,1825409121,0
28051440,1825409134,1
28051440,308024132,2
28051440,2891532992,3
28051440,2891532971,4
28051440,2891532950,5
28051440,2891532947,6
28051440,308024133,7
28051440,2891554594,8
28051440,2891554593,9
28051445,308024209,0
28051445,1803056436,1
28051445,359059057,2
28051445,2696714512,3
28051454,308024249,0
28051454,1799332116,1
28051454,1799332160,2
28051454,1803056423,3
28051454,308024281,4
28051454,1799332164,5
28051454,1797250119,6
28051454,306576126,7
28051454,1797250128,8
28051454,1805454371,9
28051454,1799288792,10
28051454,308024282,11
28051454,1805454411,12
28051454,1798808386,13
28051454,308021228,14
28051456,308025210,0
28051456,2419472758,1
28051456,1079513893,2
28051456,359068260,3
28051456,308025211,4
28051456,308025212,5
28051456,308025213,6
28051456,1079513951,7
28051462,308024384,0
28051462,1808941344,1
28051463,308024383,0
28051463,1808941367,1
28051463,308751131,2
28051475,1120577247,0
28051475,308024501,1
28051475,308024500,2
28051475,308024499,3
28051475,308024498,4
28051475,1079513871,5
28051475,308024497,6
28051483,1079513888,0
28051483,3705035461,1
28051483,3705035460,2
28051483,1079514075,3
28051483,1079514580,4
28051483,1079513904,5
28051483,1079514196,6
28051483,1079513796,7
28051483,308024553,8
28051483,308024552,9
